,Chitwan,NewYork,Bonn,Sydney
2020031708,770.58,0.0,317.74,0.0
2020031709,612.44,0.0,458.55,0.0
2020031710,401.88,0.0,570.55,0.0
2020031711,164.66,15.45,629.32,0.0
2020031712,12.41,38.48,602.96,0.0
2020031713,0.0,100.23,555.44,0.0
2020031714,0.0,150.71,442.16,0.0
2020031715,0.0,313.52,298.38,0.0
2020031716,0.0,359.23,139.39,0.0
2020031717,0.0,425.05,17.36,0.0
2020031718,0.0,372.83,0.0,0.0
2020031719,0.0,357.29,0.0,0.0
2020031720,0.0,249.47,0.0,75.5
2020031721,0.0,138.82,0.0,294.28
2020031722,0.0,48.75,0.0,512.84
2020031723,0.0,0.0,0.0,699.75
2020031800,9.96,0.0,0.0,826.8
2020031801,177.57,0.0,0.0,882.41
2020031802,418.87,0.0,0.0,890.34
2020031803,634.1,0.0,0.0,828.2
2020031804,798.55,0.0,0.0,700.99
2020031805,897.63,0.0,0.0,524.56
2020031806,892.58,0.0,79.07,297.98
2020031807,855.33,0.0,184.33,82.23
2020031808,755.97,0.0,305.16,0.0
2020031809,599.7,0.0,340.99,0.0
2020031810,381.73,0.0,495.96,0.0
2020031811,152.3,34.02,397.57,0.0
2020031812,12.16,230.48,469.26,0.0
2020031813,0.0,419.04,331.06,0.0
2020031814,0.0,569.11,307.48,0.0
2020031815,0.0,715.85,206.59,0.0
2020031816,0.0,741.93,98.31,0.0
2020031817,0.0,628.88,15.12,0.0
2020031818,0.0,617.53,0.0,0.0
2020031819,0.0,423.77,0.0,0.0
2020031820,0.0,309.03,0.0,65.76
2020031821,0.0,170.65,0.0,267.93
2020031822,0.0,46.45,0.0,472.95
2020031823,0.0,0.0,0.0,660.83
2020031900,11.32,0.0,0.0,788.06
2020031901,166.93,0.0,0.0,859.86
2020031902,387.43,0.0,0.0,858.65
2020031903,585.9,0.0,0.0,794.25
2020031904,769.38,0.0,0.0,671.42
2020031905,861.36,0.0,0.0,497.76
2020031906,845.16,0.0,51.68,288.84
2020031907,829.26,0.0,184.62,73.04
2020031908,693.13,0.0,305.44,0.0
2020031909,541.67,0.0,418.8,0.0
2020031910,338.15,0.0,386.78,0.0
2020031911,124.59,20.82,409.45,0.0
2020031912,11.41,50.92,332.42,0.0
2020031913,0.0,131.5,271.11,0.0
2020031914,0.0,175.55,217.86,0.0
2020031915,0.0,233.56,144.16,0.0
2020031916,0.0,257.02,67.73,0.0
2020031917,0.0,360.0,13.96,0.0
2020031918,0.0,374.0,0.0,0.0
2020031919,0.0,232.48,0.0,0.0
2020031920,0.0,127.25,0.0,61.93
2020031921,0.0,80.24,0.0,254.11
2020031922,0.0,27.81,0.0,395.88
2020031923,0.0,0.0,0.0,605.73
2020032000,10.51,0.0,0.0,734.71
2020032001,158.22,0.0,0.0,859.95
2020032002,380.52,0.0,0.0,862.52
2020032003,578.75,0.0,0.0,796.89
2020032004,748.08,0.0,0.0,669.63
2020032005,838.73,0.0,0.0,500.0
2020032006,834.69,0.0,51.28,288.16
2020032007,783.77,0.0,120.23,72.7
2020032008,654.62,0.0,190.07,0.0
2020032009,438.62,0.0,268.54,0.0
2020032010,266.77,0.0,301.85,0.0
2020032011,101.0,20.62,387.33,0.0
2020032012,6.87,60.9,336.94,0.0
2020032013,0.0,169.52,285.63,0.0
2020032014,0.0,255.84,205.84,0.0
2020032015,0.0,314.27,142.27,0.0
2020032016,0.0,282.98,57.91,0.0
2020032017,0.0,308.02,14.48,0.0
2020032018,0.0,263.48,0.0,0.0
2020032019,0.0,561.34,0.0,0.0
2020032020,0.0,383.42,0.0,65.2
2020032021,0.0,205.91,0.0,239.16
2020032022,0.0,58.2,0.0,428.41
2020032023,0.0,0.0,0.0,536.48
2020032100,11.62,0.0,0.0,701.76
2020032101,121.73,0.0,0.0,722.7
2020032102,314.36,0.0,0.0,734.67
2020032103,501.71,0.0,0.0,589.73
2020032104,738.77,0.0,0.0,486.26
2020032105,837.95,0.0,6.23,370.45
2020032106,683.5,0.0,46.28,190.74
2020032107,586.03,0.0,140.9,46.3
2020032108,140.59,0.0,225.55,0.0
2020032109,212.57,0.0,292.59,0.0
2020032110,124.61,0.0,316.23,0.0
2020032111,74.73,34.63,359.59,0.0
2020032112,10.64,175.73,378.72,0.0
2020032113,0.0,331.61,421.19,0.0
2020032114,0.0,461.46,367.24,0.0
2020032115,0.0,655.54,245.42,0.0
2020032116,0.0,806.98,120.44,0.0
2020032117,0.0,811.82,20.72,0.0
2020032118,0.0,755.05,0.0,0.0
2020032119,0.0,642.69,0.0,0.0
2020032120,0.0,476.85,0.0,53.13
2020032121,0.0,282.62,0.0,240.15
2020032122,0.0,83.76,0.0,427.66
2020032123,0.0,0.0,0.0,649.45
2020032200,13.83,0.0,0.0,780.93
2020032201,142.14,0.0,0.0,817.64
2020032202,351.98,0.0,0.0,833.63
2020032203,572.11,0.0,0.0,715.05
2020032204,736.35,0.0,0.0,602.52
2020032205,856.17,0.0,7.53,438.27
2020032206,808.47,0.0,96.12,231.95
2020032207,661.88,0.0,269.67,50.21
2020032208,463.73,0.0,447.76,0.0
2020032209,307.2,0.0,582.35,0.0
2020032210,182.92,0.0,670.14,0.0
2020032211,57.63,52.38,715.17,0.0
2020032212,7.92,208.52,696.65,0.0
2020032213,0.0,370.37,628.78,0.0
2020032214,0.0,518.76,513.47,0.0
2020032215,0.0,615.92,360.53,0.0
2020032216,0.0,678.51,186.11,0.0
2020032217,0.0,629.69,31.72,0.0
2020032218,0.0,699.04,0.0,0.0
2020032219,0.0,592.53,0.0,0.0
2020032220,0.0,390.01,0.0,33.12
2020032221,0.0,226.27,0.0,146.4
2020032222,0.0,64.34,0.0,255.43
2020032223,0.0,0.0,0.0,503.59
2020032300,12.24,0.0,0.0,518.35
2020032301,127.16,0.0,0.0,565.68
2020032302,293.8,0.0,0.0,611.46
2020032303,472.61,0.0,0.0,540.55
2020032304,636.05,0.0,0.0,490.55
2020032305,749.66,0.0,8.03,349.3
2020032306,752.03,0.0,117.43,158.35
2020032307,656.05,0.0,301.63,37.09
2020032308,548.27,0.0,464.37,0.0
2020032309,404.09,0.0,597.66,0.0
2020032310,240.55,0.0,685.59,0.0
2020032311,114.91,24.03,712.3,0.0
2020032312,11.9,45.94,695.76,0.0
2020032313,0.0,75.56,627.42,0.0
2020032314,0.0,123.06,513.2,0.0
2020032315,0.0,92.81,359.98,0.0
2020032316,0.0,120.88,186.38,0.0
2020032317,0.0,195.12,33.02,0.0
2020032318,0.0,134.33,0.0,0.0
2020032319,0.0,96.51,0.0,0.0
2020032320,0.0,32.13,0.0,28.36
2020032321,0.0,47.44,0.0,135.77
2020032322,0.0,34.2,0.0,265.36
2020032323,0.0,0.0,0.0,379.58
2020032400,12.43,0.0,0.0,481.01
2020032401,148.42,0.0,0.0,435.84
2020032402,362.57,0.0,0.0,470.77
2020032403,578.58,0.0,0.0,404.79
2020032404,723.32,0.0,0.0,361.98
2020032405,789.23,0.0,9.49,236.12
2020032406,725.44,0.0,121.71,130.47
2020032407,672.62,0.0,299.25,30.25
2020032408,585.29,0.0,459.39,0.0
2020032409,459.88,0.0,590.1,0.0
2020032410,281.03,0.0,678.19,0.0
2020032411,119.37,61.55,720.76,0.0
2020032412,12.2,220.36,704.92,0.0
2020032413,0.0,405.59,632.66,0.0
2020032414,0.0,565.47,517.25,0.0
2020032415,0.0,644.48,363.65,0.0
2020032416,0.0,734.23,189.47,0.0
2020032417,0.0,799.88,34.99,0.0
2020032418,0.0,727.9,0.0,0.0
2020032419,0.0,629.59,0.0,0.0
2020032420,0.0,433.09,0.0,37.37
2020032421,0.0,246.95,0.0,168.08
2020032422,0.0,69.45,0.0,330.21
2020032423,0.0,0.0,0.0,365.62
2020032500,14.1,0.0,0.0,175.02
2020032501,162.67,0.0,0.0,398.32
2020032502,383.2,0.0,0.0,520.49
2020032503,596.48,0.0,0.0,484.92
2020032504,742.57,0.0,0.0,319.45
2020032505,821.06,0.0,11.0,193.12
2020032506,657.17,0.0,125.21,77.26
2020032507,648.16,0.0,305.97,23.05
2020032508,527.29,0.0,466.26,0.0
2020032509,374.01,0.0,594.96,0.0
2020032510,196.44,0.0,679.26,0.0
2020032511,76.45,24.81,720.69,0.0
2020032512,12.77,89.01,702.05,0.0
2020032513,0.0,99.57,629.66,0.0
2020032514,0.0,202.73,511.95,0.0
2020032515,0.0,233.2,357.45,0.0
2020032516,0.0,187.62,183.7,0.0
2020032517,0.0,297.6,31.23,0.0
2020032518,0.0,312.5,0.0,0.0
2020032519,0.0,199.05,0.0,0.0
2020032520,0.0,106.33,0.0,20.88
2020032521,0.0,48.52,0.0,64.02
2020032522,0.0,43.2,0.0,106.58
2020032523,0.0,0.0,0.0,149.16
2020032600,16.95,0.0,0.0,203.41
2020032601,193.98,0.0,0.0,375.3
2020032602,417.95,0.0,0.0,333.33
2020032603,643.63,0.0,0.0,430.27
2020032604,785.21,0.0,0.0,348.27
2020032605,876.29,0.0,11.54,242.23
2020032606,893.39,0.0,121.5,123.34
2020032607,834.86,0.0,293.28,33.43
2020032608,744.88,0.0,452.32,0.0
2020032609,591.88,0.0,580.08,0.0
2020032610,391.06,0.0,662.42,0.0
2020032611,167.35,70.9,703.76,0.0
2020032612,16.39,251.52,684.22,0.0
2020032613,0.0,431.7,608.5,0.0
2020032614,0.0,590.64,486.77,0.0
2020032615,0.0,725.73,330.68,0.0
2020032616,0.0,807.48,160.55,0.0
2020032617,0.0,810.69,26.02,0.0
2020032618,0.0,758.26,0.0,0.0
2020032619,0.0,640.45,0.0,0.0
2020032620,0.0,470.77,0.0,41.12
2020032621,0.0,273.2,0.0,176.77
2020032622,0.0,78.63,0.0,300.56
2020032623,0.0,0.0,0.0,469.51
2020032700,19.16,0.0,0.0,619.57
2020032701,201.98,0.0,0.0,591.28
2020032702,427.98,0.0,0.0,640.98
2020032703,617.29,0.0,0.0,609.93
2020032704,794.86,0.0,0.0,465.92
2020032705,892.08,0.0,11.47,365.91
2020032706,817.83,0.0,102.48,217.17
2020032707,445.94,0.0,245.3,42.12
2020032708,365.61,0.0,393.98,0.0
2020032709,349.55,0.0,515.36,0.0
2020032710,201.44,0.0,598.8,0.0
2020032711,80.68,60.86,672.21,0.0
2020032712,9.43,194.3,650.63,0.0
2020032713,0.0,391.99,582.2,0.0
2020032714,0.0,560.27,466.94,0.0
2020032715,0.0,669.43,318.97,0.0
2020032716,0.0,763.05,161.9,0.0
2020032717,0.0,812.19,31.51,0.0
2020032718,0.0,771.55,0.0,0.0
2020032719,0.0,665.23,0.0,0.0
2020032720,0.0,503.8,0.0,46.45
2020032721,0.0,304.2,0.0,203.48
2020032722,0.0,103.8,0.0,370.07
2020032723,0.0,0.0,0.0,571.78
2020032800,20.47,0.0,0.0,533.99
2020032801,148.27,0.0,0.0,515.05
2020032802,341.88,0.0,0.0,505.5
2020032803,613.67,0.0,0.0,395.77
2020032804,795.8,0.0,0.0,318.13
2020032805,937.93,0.0,13.09,201.88
2020032806,966.39,0.0,110.02,99.94
2020032807,932.62,0.0,258.01,20.48
2020032808,827.34,0.0,411.97,0.0
2020032809,666.91,0.0,536.68,0.0
2020032810,451.69,0.0,619.94,0.0
2020032811,211.52,26.23,669.88,0.0
2020032812,21.59,52.52,651.99,0.0
2020032813,0.0,81.3,585.93,0.0
2020032814,0.0,149.53,474.99,0.0
2020032815,0.0,132.12,332.37,0.0
2020032816,0.0,206.15,177.7,0.0
2020032817,0.0,118.12,37.21,0.0
2020032818,0.0,118.79,0.0,0.0
2020032819,0.0,114.65,0.0,0.0
2020032820,0.0,100.02,0.0,42.66
2020032821,0.0,48.22,0.0,192.28
2020032822,0.0,7.42,0.0,358.26
2020032823,0.0,0.0,0.0,514.59
2020032900,30.41,0.0,0.0,617.25
2020032901,237.95,0.0,0.0,656.81
2020032902,489.03,0.0,0.0,617.7
2020032903,699.2,0.0,0.0,586.77
2020032904,860.23,0.0,0.0,500.41
2020032905,959.5,0.0,12.94,331.49
2020032906,981.98,0.0,121.19,166.11
2020032907,946.33,0.0,166.52,33.84
2020032908,839.17,0.0,205.87,0.0
2020032909,675.65,0.0,233.84,0.0
2020032910,455.18,0.0,315.91,0.0
2020032911,213.45,31.11,302.38,0.0
2020032912,21.9,57.92,275.18,0.0
2020032913,0.0,51.13,299.51,0.0
2020032914,0.0,92.16,185.12,0.0
2020032915,0.0,166.82,130.6,0.0
2020032916,0.0,169.08,56.37,0.0
2020032917,0.0,115.02,19.66,0.0
2020032918,0.0,208.63,0.0,0.0
2020032919,0.0,77.55,0.0,0.0
2020032920,0.0,173.9,0.0,15.59
2020032921,0.0,80.17,0.0,49.36
2020032922,0.0,29.66,0.0,78.72
2020032923,0.0,0.0,0.0,134.7
2020033000,32.17,0.0,0.0,218.65
2020033001,251.6,0.0,0.0,253.52
2020033002,501.45,0.0,0.0,326.3
2020033003,714.44,0.0,0.0,220.73
2020033004,866.11,0.0,0.0,368.28
2020033005,978.56,0.0,22.8,253.33
2020033006,996.72,0.0,164.98,118.34
2020033007,958.42,0.0,346.09,29.01
2020033008,846.48,0.0,506.3,0.0
2020033009,679.67,0.0,631.38,0.0
2020033010,459.52,0.0,713.44,0.0
2020033011,214.66,63.03,718.18,0.0
2020033012,22.59,70.69,675.4,0.0
2020033013,0.0,131.29,509.48,0.0
2020033014,0.0,152.98,345.35,0.0
2020033015,0.0,225.3,249.79,0.0
2020033016,0.0,246.59,133.32,0.0
2020033017,0.0,226.41,34.7,0.0
2020033018,0.0,248.79,0.0,0.0
2020033019,0.0,174.5,0.0,0.0
2020033020,0.0,133.12,0.0,43.21
2020033021,0.0,113.08,0.0,230.1
2020033022,0.0,51.62,0.0,442.84
2020033023,0.0,0.0,0.0,615.66
2020033100,33.58,0.0,0.0,727.34
2020033101,248.86,0.0,0.0,765.67
2020033102,493.77,0.0,0.0,729.81
2020033103,702.96,0.0,0.0,679.27
2020033104,863.18,0.0,0.0,599.02
2020033105,961.3,0.0,22.64,426.36
2020033106,966.82,0.0,141.95,202.95
2020033107,930.16,0.0,278.73,34.34
2020033108,820.59,0.0,433.05,0.0
2020033109,654.2,0.0,563.28,0.0
2020033110,435.49,0.0,650.08,0.0
2020033111,195.64,13.58,707.15,0.0
2020033112,20.52,63.35,718.41,0.0
2020033113,0.0,127.27,649.3,0.0
2020033114,0.0,181.73,532.3,0.0
2020033115,0.0,186.2,380.97,0.0
2020033116,0.0,240.27,208.86,0.0
2020033117,0.0,330.26,50.6,0.0
2020033118,0.0,350.45,0.0,0.0
2020033119,0.0,297.59,0.0,0.0
2020033120,0.0,190.67,0.0,36.41
2020033121,0.0,94.75,0.0,171.52
2020033122,0.0,33.45,0.0,362.52
2020033123,0.0,0.0,0.0,424.44
2020040100,32.63,0.0,0.0,492.68
2020040101,229.84,0.0,0.0,601.31
2020040102,459.99,0.0,0.0,538.21
2020040103,676.25,0.0,0.0,516.52
2020040104,845.34,0.0,0.0,476.59
2020040105,944.3,0.0,23.68,330.7
2020040106,896.71,0.0,152.41,182.15
2020040107,846.65,0.0,317.5,31.8
2020040108,682.88,0.0,475.7,0.0
2020040109,483.88,0.0,601.63,0.0
2020040110,309.89,0.0,683.97,0.0
2020040111,122.84,85.48,737.45,0.0
2020040112,18.76,249.09,571.92,0.0
2020040113,0.0,468.48,652.01,0.0
2020040114,0.0,646.81,533.11,0.0
2020040115,0.0,767.87,380.18,0.0
2020040116,0.0,776.72,211.13,0.0
2020040117,0.0,659.72,53.66,0.0
2020040118,0.0,491.3,0.0,0.0
2020040119,0.0,395.39,0.0,0.0
2020040120,0.0,274.45,0.0,30.19
2020040121,0.0,164.7,0.0,134.19
2020040122,0.0,64.41,0.0,255.16
2020040123,0.0,0.0,0.0,407.42
2020040200,31.04,0.0,0.0,592.09
2020040201,221.62,0.0,0.0,507.61
2020040202,441.78,0.0,0.0,332.6
2020040203,671.3,0.0,0.0,144.01
2020040204,852.54,0.0,0.0,134.38
2020040205,949.17,0.0,28.82,85.21
2020040206,962.09,0.0,160.2,26.26
2020040207,932.61,0.0,332.7,13.4
2020040208,822.7,0.0,479.49,0.0
2020040209,659.26,0.0,598.8,0.0
2020040210,448.16,0.0,635.7,0.0
2020040211,208.56,119.16,627.69,0.0
2020040212,23.48,321.65,642.6,0.0
2020040213,0.0,506.26,579.4,0.0
2020040214,0.0,664.11,495.3,0.0
2020040215,0.0,816.1,345.16,0.0
2020040216,0.0,875.22,193.44,0.0
2020040217,0.0,865.3,43.59,0.0
2020040218,0.0,795.4,0.0,0.0
2020040219,0.0,686.94,0.0,0.0
2020040220,0.0,502.84,0.0,32.81
2020040221,0.0,287.59,0.0,188.76
2020040222,0.0,93.04,0.0,338.14
2020040223,0.0,6.65,0.0,425.64
2020040300,38.16,0.0,0.0,423.54
2020040301,251.04,0.0,0.0,328.8
2020040302,498.18,0.0,0.0,443.0
2020040303,707.55,0.0,0.0,393.1
2020040304,870.73,0.0,0.0,112.81
2020040305,972.56,0.0,17.66,115.65
2020040306,983.41,0.0,70.42,59.52
2020040307,959.62,0.0,147.85,15.66
2020040308,847.4,0.0,264.79,0.0
2020040309,681.73,0.0,249.49,0.0
2020040310,465.78,0.0,290.16,0.0
2020040311,221.51,51.46,247.43,0.0
2020040312,25.59,150.1,220.75,0.0
2020040313,0.0,254.55,253.72,0.0
2020040314,0.0,434.56,232.99,0.0
2020040315,0.0,517.16,156.77,0.0
2020040316,0.0,582.7,96.84,0.0
2020040317,0.0,514.28,35.93,0.0
2020040318,0.0,413.54,0.0,0.0
2020040319,0.0,297.69,0.0,0.0
2020040320,0.0,205.92,0.0,22.66
2020040321,0.0,124.08,0.0,137.84
2020040322,0.0,43.76,0.0,301.88
2020040323,0.0,5.91,0.0,447.48
2020040400,38.65,0.0,0.0,678.66
2020040401,262.11,0.0,0.0,730.14
2020040402,503.33,0.0,0.0,747.26
2020040403,711.08,0.0,0.0,723.55
2020040404,875.67,0.0,0.0,601.72
2020040405,969.92,0.0,36.52,427.38
2020040406,970.99,0.0,178.76,215.77
2020040407,943.59,0.0,341.17,31.76
2020040408,833.23,0.0,494.03,0.0
2020040409,658.5,0.0,625.3,0.0
2020040410,442.18,6.23,722.28,0.0
2020040411,210.73,29.62,759.31,0.0
2020040412,24.01,105.59,738.32,0.0
2020040413,0.0,188.96,670.4,0.0
2020040414,0.0,252.03,556.88,0.0
2020040415,0.0,379.07,404.25,0.0
2020040416,0.0,477.63,231.34,0.0
2020040417,0.0,528.69,67.47,0.0
2020040418,0.0,571.11,0.0,0.0
2020040419,0.0,446.84,0.0,0.0
2020040420,0.0,345.59,0.0,39.39
2020040421,0.0,201.78,0.0,231.91
2020040422,0.0,80.18,0.0,436.33
2020040423,0.0,6.75,0.0,620.01
2020040500,38.38,0.0,0.0,747.82
2020040501,236.81,0.0,0.0,804.43
2020040502,467.07,0.0,0.0,805.27
2020040503,679.38,0.0,0.0,735.87
2020040504,867.21,0.0,0.0,596.79
2020040505,954.47,0.0,33.53,422.23
2020040506,948.14,0.0,173.81,215.37
2020040507,920.57,0.0,343.56,30.21
2020040508,811.07,0.0,498.91,0.0
2020040509,644.5,0.0,624.19,0.0
2020040510,433.45,6.77,578.65,0.0
2020040511,202.28,44.86,764.74,0.0
2020040512,23.52,146.51,742.86,0.0
2020040513,0.0,222.34,675.45,0.0
2020040514,0.0,271.73,560.12,0.0
2020040515,0.0,449.91,408.35,0.0
2020040516,0.0,557.92,235.19,0.0
2020040517,0.0,597.29,70.48,0.0
2020040518,0.0,566.79,0.0,0.0
2020040519,0.0,369.59,0.0,0.0
2020040520,0.0,209.07,0.0,38.05
2020040521,0.0,174.05,0.0,222.84
2020040522,0.0,71.59,0.0,428.45
2020040523,0.0,6.67,0.0,597.02
2020040600,43.62,0.0,0.0,723.04
2020040601,266.12,0.0,0.0,776.71
2020040602,507.43,0.0,0.0,749.67
2020040603,715.39,0.0,0.0,629.71
2020040604,880.34,0.0,0.0,443.48
2020040605,971.79,0.0,42.94,327.19
2020040606,968.31,0.0,197.59,128.54
2020040607,940.49,0.0,371.7,17.2
2020040608,833.35,0.0,526.58,0.0
2020040609,663.4,0.0,651.62,0.0
2020040610,441.62,6.58,730.24,0.0
2020040611,206.96,99.22,763.12,0.0
2020040612,25.55,284.59,739.13,0.0
2020040613,0.0,469.52,667.62,0.0
2020040614,0.0,669.95,546.99,0.0
2020040615,0.0,788.8,391.29,0.0
2020040616,0.0,885.38,220.94,0.0
2020040617,0.0,886.77,66.19,0.0
2020040618,0.0,827.63,0.0,0.0
2020040619,0.0,715.29,0.0,0.0
2020040620,0.0,553.05,0.0,28.21
2020040621,0.0,351.69,0.0,112.79
2020040622,0.0,138.36,0.0,219.76
2020040623,0.0,8.6,0.0,362.34
2020040700,48.05,0.0,0.0,442.62
2020040701,276.45,0.0,0.0,458.77
2020040702,496.27,0.0,0.0,450.83
2020040703,714.62,0.0,0.0,444.38
2020040704,892.36,0.0,0.0,367.8
2020040705,981.46,0.0,39.91,232.93
2020040706,978.58,0.0,163.8,107.43
2020040707,946.48,0.0,319.58,14.7
2020040708,842.12,0.0,476.53,0.0
2020040709,670.45,0.0,588.2,0.0
2020040710,454.95,5.3,698.7,0.0
2020040711,211.74,76.35,719.28,0.0
2020040712,26.3,191.34,645.27,0.0
2020040713,0.0,305.05,600.0,0.0
2020040714,0.0,492.74,492.29,0.0
2020040715,0.0,716.94,354.05,0.0
2020040716,0.0,780.21,211.47,0.0
2020040717,0.0,680.16,65.16,0.0
2020040718,0.0,681.74,0.0,0.0
2020040719,0.0,571.02,0.0,0.0
2020040720,0.0,444.04,0.0,16.41
2020040721,0.0,259.26,0.0,91.23
2020040722,0.0,97.13,0.0,196.97
2020040723,0.0,6.75,0.0,301.68
2020040800,42.79,0.0,0.0,209.07
2020040801,243.7,0.0,0.0,162.73
2020040802,477.17,0.0,0.0,175.55
2020040803,672.2,0.0,0.0,214.92
2020040804,820.5,0.0,0.0,161.1
2020040805,938.29,0.0,43.9,84.94
2020040806,647.49,0.0,188.84,45.09
2020040807,484.56,0.0,347.23,8.78
2020040808,453.91,0.0,509.9,0.0
2020040809,447.78,0.0,629.84,0.0
2020040810,351.8,6.5,683.2,0.0
2020040811,174.88,67.8,704.79,0.0
2020040812,22.54,158.16,682.58,0.0
2020040813,0.0,278.1,618.55,0.0
2020040814,0.0,313.62,498.63,0.0
2020040815,0.0,481.35,351.8,0.0
2020040816,0.0,593.34,198.02,0.0
2020040817,0.0,593.55,63.53,0.0
2020040818,0.0,620.96,0.0,0.0
2020040819,0.0,573.96,0.0,0.0
2020040820,0.0,447.21,0.0,15.74
2020040821,0.0,256.97,0.0,93.1
2020040822,0.0,96.56,0.0,205.04
2020040823,0.0,8.12,0.0,315.35
2020040900,38.99,0.0,0.0,400.59
2020040901,220.3,0.0,0.0,466.55
2020040902,446.73,0.0,0.0,429.89
2020040903,655.68,0.0,0.0,342.98
2020040904,834.39,0.0,0.0,265.15
2020040905,932.94,0.0,41.03,152.04
2020040906,924.82,0.0,175.41,64.53
2020040907,837.82,0.0,326.38,10.02
2020040908,711.8,0.0,478.91,0.0
2020040909,529.77,0.0,598.27,0.0
2020040910,333.09,6.41,625.46,0.0
2020040911,160.59,30.73,666.81,0.0
2020040912,23.38,75.06,595.95,0.0
2020040913,0.0,171.23,572.93,0.0
2020040914,0.0,301.37,464.73,0.0
2020040915,0.0,388.05,334.82,0.0
2020040916,0.0,349.09,205.98,0.0
2020040917,0.0,402.2,66.81,0.0
2020040918,0.0,294.84,0.0,0.0
2020040919,0.0,568.84,0.0,0.0
2020040920,0.0,445.95,0.0,11.22
2020040921,0.0,268.5,0.0,38.51
2020040922,0.0,123.22,0.0,70.48
2020040923,0.0,10.95,0.0,119.77
2020041000,35.59,0.0,0.0,151.31
2020041001,251.11,0.0,0.0,174.11
2020041002,467.24,0.0,0.0,201.08
2020041003,679.54,0.0,0.0,182.98
2020041004,840.99,0.0,0.0,366.46
2020041005,947.54,0.0,50.41,237.02
2020041006,933.68,0.0,197.61,156.55
2020041007,895.72,0.0,367.05,13.52
2020041008,792.54,0.0,521.91,0.0
2020041009,622.87,0.0,642.66,0.0
2020041010,415.32,11.37,717.1,0.0
2020041011,188.66,124.48,724.85,0.0
2020041012,24.63,263.46,723.91,0.0
2020041013,0.0,400.88,613.13,0.0
2020041014,0.0,475.92,522.99,0.0
2020041015,0.0,447.04,383.41,0.0
2020041016,0.0,457.2,239.22,0.0
2020041017,0.0,498.48,82.94,0.0
2020041018,0.0,441.7,0.0,0.0
2020041019,0.0,445.42,0.0,0.0
2020041020,0.0,356.42,0.0,32.73
2020041021,0.0,218.98,0.0,202.53
2020041022,0.0,76.41,0.0,396.78
2020041023,0.0,7.41,0.0,570.01
2020041100,47.84,0.0,0.0,700.16
2020041101,250.45,0.0,0.0,758.41
2020041102,445.12,0.0,0.0,753.34
2020041103,629.71,0.0,0.0,648.12
2020041104,822.48,0.0,0.0,489.59
2020041105,905.48,0.0,62.84,331.78
2020041106,879.36,0.0,221.34,158.84
2020041107,837.56,0.0,392.2,16.83
2020041108,730.73,0.0,546.16,0.0
2020041109,514.68,0.0,665.18,0.0
2020041110,306.83,13.01,742.29,0.0
2020041111,141.12,143.62,759.59,0.0
2020041112,19.42,339.15,684.56,0.0
2020041113,0.0,517.46,620.91,0.0
2020041114,0.0,672.81,513.37,0.0
2020041115,0.0,726.22,363.91,0.0
2020041116,0.0,847.85,215.37,0.0
2020041117,0.0,745.2,75.41,0.0
2020041118,0.0,788.65,0.0,0.0
2020041119,0.0,693.53,0.0,0.0
2020041120,0.0,539.14,0.0,29.4
2020041121,0.0,358.67,0.0,206.77
2020041122,0.0,150.15,0.0,415.61
2020041123,0.0,12.14,0.0,584.19
2020041200,42.06,0.0,0.0,709.37
2020041201,243.48,0.0,0.0,761.4
2020041202,471.34,0.0,0.0,728.69
2020041203,673.89,0.0,0.0,695.47
2020041204,834.55,0.0,0.0,555.89
2020041205,917.02,0.0,54.8,380.56
2020041206,880.02,0.0,190.62,177.68
2020041207,838.89,0.0,344.75,16.97
2020041208,712.75,0.0,488.88,0.0
2020041209,554.64,0.0,577.22,0.0
2020041210,348.51,11.86,661.32,0.0
2020041211,152.16,135.51,687.3,0.0
2020041212,22.89,308.67,684.99,0.0
2020041213,0.0,512.66,537.97,0.0
2020041214,0.0,553.4,454.99,0.0
2020041215,0.0,392.84,307.88,0.0
2020041216,0.0,343.38,186.4,0.0
2020041217,0.0,683.41,62.34,0.0
2020041218,0.0,555.54,0.0,0.0
2020041219,0.0,457.26,0.0,0.0
2020041220,0.0,366.54,0.0,31.92
2020041221,0.0,210.85,0.0,206.17
2020041222,0.0,78.75,0.0,395.73
2020041223,0.0,9.5,0.0,567.64
2020041300,43.87,0.0,0.0,655.11
2020041301,221.54,0.0,0.0,623.87
2020041302,421.83,0.0,0.0,535.61
2020041303,588.89,0.0,0.0,458.88
2020041304,810.48,0.0,0.0,420.57
2020041305,876.51,0.0,35.64,282.28
2020041306,803.66,0.0,103.02,115.69
2020041307,729.91,0.0,125.2,12.62
2020041308,637.01,0.0,166.82,0.0
2020041309,476.98,0.0,191.18,0.0
2020041310,298.84,7.06,281.98,0.0
2020041311,142.73,12.56,310.77,0.0
2020041312,19.6,27.45,403.33,0.0
2020041313,0.0,38.67,543.61,0.0
2020041314,0.0,66.38,546.38,0.0
2020041315,0.0,114.86,426.94,0.0
2020041316,0.0,94.99,262.42,0.0
2020041317,0.0,102.29,108.03,0.0
2020041318,0.0,76.09,0.0,0.0
2020041319,0.0,151.27,0.0,0.0
2020041320,0.0,81.94,0.0,27.57
2020041321,0.0,188.45,0.0,198.17
2020041322,0.0,78.98,0.0,386.99
2020041323,0.0,12.69,0.0,564.68
2020041400,33.81,0.0,0.0,674.61
