-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2020 through 12/31/2020 
Location: Latitude  51.9812   Longitude 5.6584 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 15.29 meters
Value for missing model data cannot be computed or out of model availability range: -999 
Parameter(s): 
WS50M     MERRA-2 Wind Speed at 50 Meters (m/s) 
WD50M     MERRA-2 Wind Direction at 50 Meters (Degrees) 
-END HEADER-
YEAR,MO,DY,HR,WS50M,WD50M
2020,6,30,17,7.12,235.42
2020,6,30,18,7.14,236.33
2020,6,30,19,8.32,237.65
2020,6,30,20,8.85,235.76
2020,6,30,21,8.75,233.31
2020,6,30,22,8.86,231.19
2020,6,30,23,9.13,231.57
2020,7,1,0,9.18,233.44
2020,7,1,1,8.35,232.75
2020,7,1,2,7.06,222.53
2020,7,1,3,7.05,214.62
2020,7,1,4,7.09,212.13
2020,7,1,5,6.88,216.51
2020,7,1,6,7.98,226.43
2020,7,1,7,9.0,235.51
2020,7,1,8,9.54,239.87
2020,7,1,9,10.27,242.34
2020,7,1,10,10.84,245.02
2020,7,1,11,11.04,248.03
2020,7,1,12,11.04,250.67
2020,7,1,13,10.83,252.89
2020,7,1,14,10.5,254.9
2020,7,1,15,10.18,257.18
2020,7,1,16,9.74,259.13
2020,7,1,17,8.84,260.95
2020,7,1,18,7.62,261.87
2020,7,1,19,6.95,259.78
2020,7,1,20,6.98,253.47
2020,7,1,21,7.26,246.19
2020,7,1,22,7.41,238.81
2020,7,1,23,7.23,232.64
2020,7,2,0,7.37,229.73
2020,7,2,1,7.38,226.11
2020,7,2,2,7.56,225.71
2020,7,2,3,7.22,224.78
2020,7,2,4,6.63,221.41
2020,7,2,5,6.44,224.36
2020,7,2,6,7.2,233.57
2020,7,2,7,7.51,237.45
2020,7,2,8,7.91,241.71
2020,7,2,9,8.24,247.71
2020,7,2,10,8.31,253.68
2020,7,2,11,8.26,258.26
2020,7,2,12,7.99,261.79
2020,7,2,13,7.74,263.39
2020,7,2,14,7.66,263.44
2020,7,2,15,7.62,263.94
2020,7,2,16,7.57,264.49
2020,7,2,17,7.08,264.18
2020,7,2,18,6.35,262.87
2020,7,2,19,6.07,257.52
2020,7,2,20,6.51,250.93
2020,7,2,21,7.04,246.85
2020,7,2,22,7.38,244.14
2020,7,2,23,7.53,241.55
2020,7,3,0,7.38,238.68
2020,7,3,1,7.34,235.67
2020,7,3,2,7.31,234.09
2020,7,3,3,7.03,233.63
2020,7,3,4,6.1,231.97
2020,7,3,5,5.15,233.7
2020,7,3,6,5.54,239.89
2020,7,3,7,6.21,240.11
2020,7,3,8,6.87,240.87
2020,7,3,9,7.54,241.68
2020,7,3,10,8.41,242.91
2020,7,3,11,9.2,246.26
2020,7,3,12,9.66,248.56
2020,7,3,13,9.85,247.83
2020,7,3,14,10.02,245.87
2020,7,3,15,10.23,247.51
2020,7,3,16,10.05,249.52
2020,7,3,17,9.74,249.78
2020,7,3,18,9.34,246.33
2020,7,3,19,9.21,239.56
2020,7,3,20,9.6,235.38
2020,7,3,21,10.31,233.56
2020,7,3,22,10.6,232.76
2020,7,3,23,10.86,232.19
2020,7,4,0,10.93,231.91
2020,7,4,1,10.8,231.22
2020,7,4,2,10.61,230.23
2020,7,4,3,10.34,227.2
2020,7,4,4,10.19,223.29
2020,7,4,5,10.26,220.98
2020,7,4,6,11.12,220.67
2020,7,4,7,11.83,221.12
2020,7,4,8,12.05,221.58
2020,7,4,9,12.37,223.52
2020,7,4,10,12.16,225.65
2020,7,4,11,12.76,227.71
2020,7,4,12,12.89,229.3
2020,7,4,13,12.76,232.24
2020,7,4,14,12.41,235.21
2020,7,4,15,11.6,236.01
2020,7,4,16,10.41,233.27
2020,7,4,17,10.14,230.31
2020,7,4,18,10.35,229.75
2020,7,4,19,10.83,231.03
2020,7,4,20,11.31,233.11
2020,7,4,21,11.48,233.22
2020,7,4,22,11.76,232.96
2020,7,4,23,12.11,234.72
2020,7,5,0,12.18,236.2
2020,7,5,1,12.05,237.06
2020,7,5,2,11.8,233.91
2020,7,5,3,11.91,228.86
2020,7,5,4,12.27,226.03
2020,7,5,5,12.68,226.17
2020,7,5,6,13.41,228.61
2020,7,5,7,13.81,230.9
2020,7,5,8,14.77,236.13
2020,7,5,9,15.91,243.23
2020,7,5,10,15.98,247.86
2020,7,5,11,15.73,251.26
2020,7,5,12,15.39,253.45
2020,7,5,13,14.85,254.37
2020,7,5,14,14.36,254.57
2020,7,5,15,13.37,254.51
2020,7,5,16,12.35,253.98
2020,7,5,17,11.52,252.02
2020,7,5,18,11.16,248.39
2020,7,5,19,11.39,243.87
2020,7,5,20,11.81,242.5
2020,7,5,21,12.24,241.9
2020,7,5,22,11.47,244.41
2020,7,5,23,10.46,248.44
2020,7,6,0,10.06,254.28
2020,7,6,1,10.84,260.2
2020,7,6,2,11.14,261.2
2020,7,6,3,10.96,260.56
2020,7,6,4,10.56,260.98
2020,7,6,5,10.89,264.69
2020,7,6,6,11.48,270.55
2020,7,6,7,11.43,272.7
2020,7,6,8,11.47,274.57
2020,7,6,9,11.54,277.15
2020,7,6,10,11.49,281.22
2020,7,6,11,11.38,284.47
2020,7,6,12,11.32,287.18
2020,7,6,13,11.23,290.26
2020,7,6,14,10.88,293.53
2020,7,6,15,10.39,297.7
2020,7,6,16,9.73,302.48
2020,7,6,17,8.82,306.97
2020,7,6,18,7.43,309.28
2020,7,6,19,6.24,306.96
2020,7,6,20,6.17,301.6
2020,7,6,21,6.31,298.09
2020,7,6,22,6.11,296.76
2020,7,6,23,5.75,296.81
2020,7,7,0,5.15,295.4
2020,7,7,1,4.64,289.17
2020,7,7,2,4.03,278.02
2020,7,7,3,3.58,255.6
2020,7,7,4,4.06,228.27
2020,7,7,5,4.57,209.02
2020,7,7,6,5.77,208.47
2020,7,7,7,6.92,217.25
2020,7,7,8,7.87,234.91
2020,7,7,9,8.7,253.09
2020,7,7,10,9.28,265.41
2020,7,7,11,9.44,273.89
2020,7,7,12,9.45,281.54
2020,7,7,13,9.1,287.39
2020,7,7,14,8.11,289.12
2020,7,7,15,7.25,289.84
2020,7,7,16,6.4,293.0
2020,7,7,17,5.17,298.35
2020,7,7,18,3.62,308.25
2020,7,7,19,2.4,315.4
2020,7,7,20,1.18,292.65
2020,7,7,21,1.54,213.61
2020,7,7,22,3.16,198.43
2020,7,7,23,4.59,201.8
2020,7,8,0,5.73,208.07
2020,7,8,1,6.45,212.38
2020,7,8,2,6.64,215.04
2020,7,8,3,6.5,218.32
2020,7,8,4,5.96,219.57
2020,7,8,5,5.3,221.42
2020,7,8,6,5.42,236.17
2020,7,8,7,4.77,240.45
2020,7,8,8,4.24,240.74
2020,7,8,9,3.86,238.92
2020,7,8,10,3.6,240.04
2020,7,8,11,3.28,240.26
2020,7,8,12,2.98,243.17
2020,7,8,13,2.51,248.63
2020,7,8,14,2.0,256.18
2020,7,8,15,1.6,266.65
2020,7,8,16,1.39,285.99
2020,7,8,17,1.09,311.22
2020,7,8,18,0.87,358.97
2020,7,8,19,1.07,55.96
2020,7,8,20,1.37,95.22
2020,7,8,21,1.7,128.66
2020,7,8,22,2.19,155.73
2020,7,8,23,2.9,174.12
2020,7,9,0,3.92,180.11
2020,7,9,1,5.17,182.08
2020,7,9,2,6.27,189.18
2020,7,9,3,7.35,201.06
2020,7,9,4,8.59,220.54
2020,7,9,5,8.92,230.79
2020,7,9,6,10.46,239.37
2020,7,9,7,11.39,243.4
2020,7,9,8,11.28,246.31
2020,7,9,9,11.16,249.22
2020,7,9,10,11.1,251.58
2020,7,9,11,10.85,251.75
2020,7,9,12,10.62,251.11
2020,7,9,13,9.97,251.64
2020,7,9,14,9.04,252.49
2020,7,9,15,8.23,253.8
2020,7,9,16,7.12,254.67
2020,7,9,17,6.38,252.41
2020,7,9,18,6.11,246.88
2020,7,9,19,5.52,237.01
2020,7,9,20,5.56,225.8
2020,7,9,21,5.89,216.05
2020,7,9,22,6.54,212.57
2020,7,9,23,7.45,220.49
2020,7,10,0,7.75,223.2
2020,7,10,1,8.04,224.96
2020,7,10,2,8.36,224.17
2020,7,10,3,8.94,227.12
2020,7,10,4,8.85,231.02
2020,7,10,5,8.34,237.66
2020,7,10,6,7.63,259.86
2020,7,10,7,7.98,294.36
2020,7,10,8,9.46,320.7
2020,7,10,9,10.25,331.25
2020,7,10,10,9.74,335.65
2020,7,10,11,8.57,336.71
2020,7,10,12,7.4,334.27
2020,7,10,13,6.59,329.21
2020,7,10,14,6.02,323.92
2020,7,10,15,5.79,320.14
2020,7,10,16,5.73,320.14
2020,7,10,17,5.53,322.81
2020,7,10,18,5.04,327.86
2020,7,10,19,5.06,332.21
2020,7,10,20,4.96,334.53
2020,7,10,21,4.6,333.91
2020,7,10,22,4.13,330.13
2020,7,10,23,3.56,324.56
2020,7,11,0,2.99,316.59
2020,7,11,1,2.5,304.19
2020,7,11,2,2.32,289.11
2020,7,11,3,2.28,272.94
2020,7,11,4,2.48,257.1
2020,7,11,5,2.64,248.99
2020,7,11,6,3.03,252.73
2020,7,11,7,3.47,253.65
2020,7,11,8,3.89,256.16
2020,7,11,9,4.05,261.35
2020,7,11,10,4.15,268.27
2020,7,11,11,4.29,276.59
2020,7,11,12,4.58,285.65
2020,7,11,13,4.93,293.93
2020,7,11,14,5.27,301.74
2020,7,11,15,5.49,308.24
2020,7,11,16,5.53,314.14
2020,7,11,17,5.42,320.73
2020,7,11,18,5.2,326.84
2020,7,11,19,5.5,331.32
2020,7,11,20,5.8,336.51
2020,7,11,21,5.75,343.09
2020,7,11,22,5.43,350.56
2020,7,11,23,4.91,358.27
2020,7,12,0,4.38,5.53
2020,7,12,1,3.86,12.63
2020,7,12,2,3.48,17.5
2020,7,12,3,3.23,21.9
2020,7,12,4,2.83,27.49
2020,7,12,5,2.26,31.71
2020,7,12,6,2.31,27.87
2020,7,12,7,2.02,19.7
2020,7,12,8,1.82,6.91
2020,7,12,9,1.8,359.25
2020,7,12,10,1.88,357.86
2020,7,12,11,1.98,3.17
2020,7,12,12,2.09,11.02
2020,7,12,13,2.17,18.5
2020,7,12,14,2.25,22.28
2020,7,12,15,2.34,21.09
2020,7,12,16,2.62,19.14
2020,7,12,17,3.2,16.44
2020,7,12,18,4.53,13.37
2020,7,12,19,6.28,17.08
2020,7,12,20,7.33,25.44
2020,7,12,21,7.36,35.33
2020,7,12,22,6.83,47.18
2020,7,12,23,6.12,60.39
2020,7,13,0,5.45,73.43
2020,7,13,1,4.85,84.0
2020,7,13,2,4.22,90.95
2020,7,13,3,3.52,92.8
2020,7,13,4,2.91,90.92
2020,7,13,5,1.99,87.07
2020,7,13,6,1.02,72.67
2020,7,13,7,0.42,7.52
2020,7,13,8,0.05,329.04
2020,7,13,9,0.61,194.93
2020,7,13,10,1.21,216.57
2020,7,13,11,1.83,238.41
2020,7,13,12,2.39,255.42
2020,7,13,13,2.82,269.52
2020,7,13,14,3.24,282.53
2020,7,13,15,3.68,293.36
2020,7,13,16,4.11,302.81
2020,7,13,17,4.49,311.4
2020,7,13,18,4.74,317.67
2020,7,13,19,4.77,319.92
2020,7,13,20,4.27,319.38
2020,7,13,21,3.49,315.36
2020,7,13,22,2.82,306.42
2020,7,13,23,2.49,295.44
2020,7,14,0,2.41,285.43
2020,7,14,1,2.48,274.15
2020,7,14,2,2.64,257.53
2020,7,14,3,2.81,237.37
2020,7,14,4,3.33,219.37
2020,7,14,5,3.91,209.08
2020,7,14,6,3.91,200.35
2020,7,14,7,4.1,195.6
2020,7,14,8,4.76,201.56
2020,7,14,9,5.33,211.53
2020,7,14,10,5.59,221.09
2020,7,14,11,5.73,228.48
2020,7,14,12,5.73,235.9
2020,7,14,13,5.57,245.2
2020,7,14,14,5.24,260.48
2020,7,14,15,5.15,286.21
2020,7,14,16,5.83,309.89
2020,7,14,17,6.16,323.97
2020,7,14,18,6.13,332.19
2020,7,14,19,5.6,333.33
2020,7,14,20,4.87,333.93
2020,7,14,21,4.31,330.46
2020,7,14,22,4.28,321.37
2020,7,14,23,4.64,314.39
2020,7,15,0,5.04,312.42
2020,7,15,1,5.19,312.8
2020,7,15,2,5.02,314.68
2020,7,15,3,4.73,317.01
2020,7,15,4,4.34,317.48
2020,7,15,5,3.45,314.91
2020,7,15,6,3.24,314.02
2020,7,15,7,3.0,304.72
2020,7,15,8,3.23,296.13
2020,7,15,9,3.65,295.91
2020,7,15,10,3.85,296.67
2020,7,15,11,3.96,297.37
2020,7,15,12,4.0,298.07
2020,7,15,13,4.0,299.12
2020,7,15,14,3.92,301.32
2020,7,15,15,3.86,301.24
2020,7,15,16,3.77,299.7
2020,7,15,17,3.65,298.1
2020,7,15,18,3.79,300.48
2020,7,15,19,4.14,303.84
2020,7,15,20,4.49,306.23
2020,7,15,21,4.83,306.57
2020,7,15,22,4.84,303.15
2020,7,15,23,4.49,293.62
2020,7,16,0,4.25,279.51
2020,7,16,1,4.21,261.78
2020,7,16,2,4.35,242.88
2020,7,16,3,4.76,225.93
2020,7,16,4,5.02,214.73
2020,7,16,5,4.52,207.01
2020,7,16,6,4.2,211.06
2020,7,16,7,3.93,231.54
2020,7,16,8,3.8,257.16
2020,7,16,9,4.0,275.49
2020,7,16,10,4.55,289.96
2020,7,16,11,5.17,301.84
2020,7,16,12,5.78,310.01
2020,7,16,13,6.33,316.05
2020,7,16,14,6.74,321.54
2020,7,16,15,7.02,324.65
2020,7,16,16,7.04,327.0
2020,7,16,17,6.65,327.52
2020,7,16,18,5.85,324.89
2020,7,16,19,5.76,321.0
2020,7,16,20,5.83,319.89
2020,7,16,21,5.51,319.14
2020,7,16,22,5.17,318.8
2020,7,16,23,4.89,318.75
2020,7,17,0,4.7,318.03
2020,7,17,1,4.55,316.18
2020,7,17,2,4.42,313.57
2020,7,17,3,4.23,313.06
2020,7,17,4,3.67,314.05
2020,7,17,5,2.6,318.17
2020,7,17,6,1.83,324.75
2020,7,17,7,1.28,318.72
2020,7,17,8,1.18,310.44
2020,7,17,9,1.29,303.88
2020,7,17,10,1.56,298.5
2020,7,17,11,1.94,298.32
2020,7,17,12,2.35,305.12
2020,7,17,13,2.57,312.17
2020,7,17,14,2.63,316.81
2020,7,17,15,2.64,322.45
2020,7,17,16,2.61,328.98
2020,7,17,17,2.4,341.57
2020,7,17,18,2.19,1.02
2020,7,17,19,2.16,26.84
2020,7,17,20,2.16,57.23
2020,7,17,21,2.46,90.55
2020,7,17,22,2.99,118.24
2020,7,17,23,3.5,140.98
2020,7,18,0,3.96,158.45
2020,7,18,1,4.26,172.51
2020,7,18,2,4.34,184.54
2020,7,18,3,4.19,192.06
2020,7,18,4,3.92,195.51
2020,7,18,5,3.11,195.43
2020,7,18,6,2.53,192.49
2020,7,18,7,2.84,197.94
2020,7,18,8,2.93,196.89
2020,7,18,9,3.02,194.36
2020,7,18,10,3.03,194.47
2020,7,18,11,2.9,197.07
2020,7,18,12,2.73,201.34
2020,7,18,13,2.48,207.21
2020,7,18,14,2.13,214.68
2020,7,18,15,1.7,228.54
2020,7,18,16,1.33,250.07
2020,7,18,17,1.29,279.06
2020,7,18,18,2.28,309.58
2020,7,18,19,3.76,325.15
2020,7,18,20,4.25,331.22
2020,7,18,21,4.29,331.24
2020,7,18,22,4.41,329.44
2020,7,18,23,4.5,324.46
2020,7,19,0,4.71,317.89
2020,7,19,1,4.76,312.94
2020,7,19,2,4.36,305.51
2020,7,19,3,3.82,294.63
2020,7,19,4,2.96,279.71
2020,7,19,5,2.14,252.82
2020,7,19,6,2.81,239.01
2020,7,19,7,4.02,237.2
2020,7,19,8,4.65,237.91
2020,7,19,9,4.79,237.99
2020,7,19,10,4.7,237.0
2020,7,19,11,4.62,237.09
2020,7,19,12,4.48,240.58
2020,7,19,13,4.35,246.94
2020,7,19,14,4.31,254.1
2020,7,19,15,4.48,263.69
2020,7,19,16,4.89,278.36
2020,7,19,17,5.68,300.13
2020,7,19,18,6.67,320.13
2020,7,19,19,7.24,332.99
2020,7,19,20,7.09,340.51
2020,7,19,21,6.82,345.95
2020,7,19,22,6.4,348.8
2020,7,19,23,6.17,347.42
2020,7,20,0,6.33,346.51
2020,7,20,1,6.16,345.75
2020,7,20,2,5.96,346.75
2020,7,20,3,5.6,345.71
2020,7,20,4,5.34,345.6
2020,7,20,5,4.8,343.93
2020,7,20,6,5.54,348.2
2020,7,20,7,5.4,347.39
2020,7,20,8,5.08,346.58
2020,7,20,9,4.94,346.65
2020,7,20,10,5.02,345.66
2020,7,20,11,5.12,345.24
2020,7,20,12,5.24,343.91
2020,7,20,13,5.42,341.33
2020,7,20,14,5.61,339.01
2020,7,20,15,5.68,336.5
2020,7,20,16,5.7,334.31
2020,7,20,17,5.81,331.92
2020,7,20,18,6.07,330.69
2020,7,20,19,6.65,331.12
2020,7,20,20,6.92,331.79
2020,7,20,21,6.76,331.72
2020,7,20,22,6.52,330.49
2020,7,20,23,6.12,328.85
2020,7,21,0,5.56,327.09
2020,7,21,1,5.08,324.21
2020,7,21,2,4.78,320.43
2020,7,21,3,4.6,316.99
2020,7,21,4,4.29,313.97
2020,7,21,5,3.6,309.98
2020,7,21,6,3.68,312.67
2020,7,21,7,3.72,310.82
2020,7,21,8,4.01,310.42
2020,7,21,9,4.34,311.21
2020,7,21,10,4.54,310.4
2020,7,21,11,4.61,308.11
2020,7,21,12,4.73,306.0
2020,7,21,13,5.03,305.84
2020,7,21,14,5.41,308.19
2020,7,21,15,5.8,311.51
2020,7,21,16,6.2,315.61
2020,7,21,17,6.6,320.67
2020,7,21,18,6.67,325.3
2020,7,21,19,6.92,328.71
2020,7,21,20,6.95,330.49
2020,7,21,21,6.45,333.37
2020,7,21,22,5.82,337.91
2020,7,21,23,5.17,342.88
2020,7,22,0,4.65,347.18
2020,7,22,1,4.25,349.93
2020,7,22,2,3.87,350.94
2020,7,22,3,3.54,350.1
2020,7,22,4,3.23,349.97
2020,7,22,5,2.75,352.49
2020,7,22,6,2.73,0.82
2020,7,22,7,2.45,359.82
2020,7,22,8,2.29,356.08
2020,7,22,9,2.24,351.59
2020,7,22,10,2.2,345.42
2020,7,22,11,2.33,339.62
2020,7,22,12,2.7,335.73
2020,7,22,13,3.29,334.96
2020,7,22,14,3.93,337.71
2020,7,22,15,4.46,342.87
2020,7,22,16,4.78,348.98
2020,7,22,17,4.75,357.64
2020,7,22,18,4.52,6.76
2020,7,22,19,4.42,13.79
2020,7,22,20,4.11,26.91
2020,7,22,21,3.84,41.61
2020,7,22,22,3.71,59.82
2020,7,22,23,3.69,79.62
2020,7,23,0,3.6,100.26
2020,7,23,1,3.48,123.73
2020,7,23,2,3.49,148.84
2020,7,23,3,3.95,171.92
2020,7,23,4,4.73,188.08
2020,7,23,5,4.4,197.05
2020,7,23,6,4.15,201.98
2020,7,23,7,5.17,211.6
2020,7,23,8,5.52,218.22
2020,7,23,9,5.8,224.89
2020,7,23,10,5.95,233.43
2020,7,23,11,6.07,242.58
2020,7,23,12,6.14,249.77
2020,7,23,13,6.12,254.53
2020,7,23,14,5.93,257.68
2020,7,23,15,5.76,259.7
2020,7,23,16,5.61,263.77
2020,7,23,17,5.3,274.4
2020,7,23,18,5.34,283.28
2020,7,23,19,5.05,288.21
2020,7,23,20,4.22,286.69
2020,7,23,21,3.82,275.05
2020,7,23,22,4.47,261.36
2020,7,23,23,5.52,253.05
2020,7,24,0,6.58,246.94
2020,7,24,1,7.33,240.84
2020,7,24,2,7.74,236.33
2020,7,24,3,7.87,239.64
2020,7,24,4,7.36,242.7
2020,7,24,5,6.15,243.7
2020,7,24,6,5.91,258.41
2020,7,24,7,5.92,264.01
2020,7,24,8,6.27,266.71
2020,7,24,9,6.5,266.9
2020,7,24,10,6.62,268.11
2020,7,24,11,6.78,271.98
2020,7,24,12,6.86,276.02
2020,7,24,13,6.98,279.86
2020,7,24,14,7.04,283.67
2020,7,24,15,7.02,288.35
2020,7,24,16,6.63,292.3
2020,7,24,17,5.77,295.32
2020,7,24,18,4.66,299.32
2020,7,24,19,4.0,301.73
2020,7,24,20,3.15,297.45
2020,7,24,21,2.56,277.88
2020,7,24,22,2.89,248.57
2020,7,24,23,4.09,230.81
2020,7,25,0,5.6,225.96
2020,7,25,1,6.74,226.27
2020,7,25,2,7.31,224.0
2020,7,25,3,7.2,216.26
2020,7,25,4,7.05,208.18
2020,7,25,5,6.32,205.01
2020,7,25,6,8.33,220.97
2020,7,25,7,9.25,229.21
2020,7,25,8,9.82,234.72
2020,7,25,9,9.96,236.22
2020,7,25,10,9.9,235.09
2020,7,25,11,9.56,233.34
2020,7,25,12,8.99,230.57
2020,7,25,13,8.52,228.31
2020,7,25,14,8.01,226.23
2020,7,25,15,7.55,225.08
2020,7,25,16,6.72,226.13
2020,7,25,17,5.22,224.82
2020,7,25,18,4.51,215.84
2020,7,25,19,4.55,205.29
2020,7,25,20,5.01,193.34
2020,7,25,21,6.01,190.94
2020,7,25,22,7.22,197.45
2020,7,25,23,8.91,213.01
2020,7,26,0,9.21,212.95
2020,7,26,1,9.49,213.25
2020,7,26,2,9.62,229.18
2020,7,26,3,9.22,244.54
2020,7,26,4,7.71,243.64
2020,7,26,5,6.94,234.95
2020,7,26,6,8.24,241.83
2020,7,26,7,8.67,248.08
2020,7,26,8,8.6,253.33
2020,7,26,9,8.32,257.47
2020,7,26,10,8.1,259.89
2020,7,26,11,8.13,261.71
2020,7,26,12,8.11,263.14
2020,7,26,13,8.4,265.09
2020,7,26,14,8.28,268.27
2020,7,26,15,7.35,266.16
2020,7,26,16,6.91,263.83
2020,7,26,17,6.04,267.56
2020,7,26,18,4.76,268.5
2020,7,26,19,4.13,258.75
2020,7,26,20,4.54,248.2
2020,7,26,21,5.18,240.27
2020,7,26,22,6.13,236.13
2020,7,26,23,6.24,233.4
2020,7,27,0,6.39,225.79
2020,7,27,1,6.69,217.12
2020,7,27,2,7.24,206.95
2020,7,27,3,7.57,200.87
2020,7,27,4,7.17,196.6
2020,7,27,5,5.92,189.96
2020,7,27,6,6.1,189.21
2020,7,27,7,6.63,188.61
2020,7,27,8,6.8,186.6
2020,7,27,9,7.01,184.47
2020,7,27,10,7.31,172.51
2020,7,27,11,8.17,165.26
2020,7,27,12,8.88,168.94
2020,7,27,13,8.92,176.99
2020,7,27,14,7.94,183.16
2020,7,27,15,7.21,191.12
2020,7,27,16,7.3,205.55
2020,7,27,17,7.03,219.09
2020,7,27,18,6.38,226.64
2020,7,27,19,6.69,229.88
2020,7,27,20,8.05,238.65
2020,7,27,21,9.08,246.7
2020,7,27,22,9.47,250.49
2020,7,27,23,8.48,247.57
2020,7,28,0,8.63,244.36
2020,7,28,1,8.42,243.48
2020,7,28,2,8.23,250.43
2020,7,28,3,7.35,263.4
2020,7,28,4,6.79,275.81
2020,7,28,5,5.9,279.61
2020,7,28,6,6.47,273.67
2020,7,28,7,7.8,266.56
2020,7,28,8,8.98,262.5
2020,7,28,9,9.61,261.44
2020,7,28,10,9.96,262.43
2020,7,28,11,10.06,265.06
2020,7,28,12,10.34,267.27
2020,7,28,13,10.53,268.68
2020,7,28,14,10.57,270.17
2020,7,28,15,10.26,272.05
2020,7,28,16,9.7,274.34
2020,7,28,17,8.79,275.92
2020,7,28,18,7.53,274.17
2020,7,28,19,7.01,267.32
2020,7,28,20,7.13,261.04
2020,7,28,21,7.54,260.82
2020,7,28,22,7.82,268.28
2020,7,28,23,7.83,279.19
2020,7,29,0,7.81,285.08
2020,7,29,1,7.6,283.37
2020,7,29,2,7.31,275.64
2020,7,29,3,7.38,270.85
2020,7,29,4,7.49,268.56
2020,7,29,5,6.71,266.59
2020,7,29,6,7.52,268.81
2020,7,29,7,7.91,269.49
2020,7,29,8,7.96,269.78
2020,7,29,9,7.95,270.11
2020,7,29,10,7.94,271.13
2020,7,29,11,7.89,273.06
2020,7,29,12,7.84,276.06
2020,7,29,13,7.73,280.0
2020,7,29,14,7.52,283.82
2020,7,29,15,7.21,287.67
2020,7,29,16,6.76,293.63
2020,7,29,17,5.9,301.35
2020,7,29,18,4.81,313.55
2020,7,29,19,4.09,329.07
2020,7,29,20,3.31,345.93
2020,7,29,21,2.57,6.11
2020,7,29,22,2.13,30.6
2020,7,29,23,2.02,58.47
2020,7,30,0,2.21,87.37
2020,7,30,1,2.65,109.13
2020,7,30,2,3.29,123.16
2020,7,30,3,3.89,135.49
2020,7,30,4,4.34,145.42
2020,7,30,5,3.72,150.42
2020,7,30,6,3.43,152.03
2020,7,30,7,3.26,159.4
2020,7,30,8,2.95,166.52
2020,7,30,9,2.78,167.33
2020,7,30,10,2.37,168.21
2020,7,30,11,1.93,171.38
2020,7,30,12,1.65,174.83
2020,7,30,13,1.22,178.16
2020,7,30,14,0.73,163.12
2020,7,30,15,0.59,103.11
2020,7,30,16,1.23,82.69
2020,7,30,17,1.91,80.11
2020,7,30,18,3.06,77.92
2020,7,30,19,4.57,77.67
2020,7,30,20,5.68,82.17
2020,7,30,21,6.29,86.87
2020,7,30,22,6.72,92.0
2020,7,30,23,7.02,98.83
2020,7,31,0,7.09,107.24
2020,7,31,1,6.86,111.8
2020,7,31,2,6.64,113.58
2020,7,31,3,6.69,113.9
2020,7,31,4,6.89,113.89
2020,7,31,5,6.14,114.25
2020,7,31,6,4.71,111.62
2020,7,31,7,4.76,108.08
2020,7,31,8,6.2,111.59
2020,7,31,9,6.22,113.77
2020,7,31,10,6.0,117.77
2020,7,31,11,5.72,120.56
2020,7,31,12,5.5,120.68
2020,7,31,13,5.5,118.24
2020,7,31,14,5.59,115.42
2020,7,31,15,5.69,108.73
2020,7,31,16,6.09,99.38
2020,7,31,17,7.29,91.78
2020,7,31,18,9.11,90.34
2020,7,31,19,10.14,92.78
2020,7,31,20,10.02,98.16
2020,7,31,21,9.66,107.32
2020,7,31,22,9.05,119.35
2020,7,31,23,7.75,138.97
2020,8,1,0,5.87,165.35
2020,8,1,1,3.25,182.76
2020,8,1,2,1.66,215.79
2020,8,1,3,3.07,270.0
2020,8,1,4,5.25,282.2
2020,8,1,5,6.26,282.91
2020,8,1,6,6.15,281.14
2020,8,1,7,5.83,273.0
2020,8,1,8,6.09,269.41
2020,8,1,9,6.59,267.22
2020,8,1,10,6.85,266.8
2020,8,1,11,6.96,268.07
2020,8,1,12,7.01,269.43
2020,8,1,13,6.99,271.28
2020,8,1,14,6.85,273.4
2020,8,1,15,6.64,278.6
2020,8,1,16,6.39,287.06
2020,8,1,17,5.87,296.57
2020,8,1,18,5.2,307.01
2020,8,1,19,4.73,315.67
2020,8,1,20,4.0,321.43
2020,8,1,21,3.31,316.82
2020,8,1,22,2.79,295.35
2020,8,1,23,2.81,263.61
2020,8,2,0,3.53,240.88
2020,8,2,1,4.56,230.91
2020,8,2,2,5.51,229.72
2020,8,2,3,6.2,231.8
2020,8,2,4,6.49,231.75
2020,8,2,5,5.46,231.62
2020,8,2,6,5.07,243.47
2020,8,2,7,5.07,256.63
2020,8,2,8,5.11,270.53
2020,8,2,9,5.63,285.69
2020,8,2,10,6.57,295.1
2020,8,2,11,7.45,300.62
2020,8,2,12,7.85,305.84
2020,8,2,13,7.36,308.37
2020,8,2,14,6.53,309.61
2020,8,2,15,5.83,311.36
2020,8,2,16,5.42,313.6
2020,8,2,17,5.14,318.33
2020,8,2,18,5.08,327.31
2020,8,2,19,5.02,335.27
2020,8,2,20,4.46,341.09
2020,8,2,21,3.52,345.07
2020,8,2,22,2.34,348.05
2020,8,2,23,1.04,350.89
2020,8,3,0,0.33,147.43
2020,8,3,1,1.5,166.18
2020,8,3,2,2.38,177.18
2020,8,3,3,2.9,185.4
2020,8,3,4,3.31,188.97
2020,8,3,5,3.42,187.87
2020,8,3,6,2.95,183.04
2020,8,3,7,2.89,183.41
